Perturbation	Response excess over subset
[5Z]-[AK]	-0.01625037853018607
[5Z]-[BI]	0.010709396939865834
[5Z]-[CT]	0.0066046626984127554
[5Z]-[PD]	0.0064161017416225485
[5Z]-[PI]	4.608239878434173E-5
[5Z]-[PK]	0.005500469492578097
[5Z]-[JN]	0.006280033395781093
[5Z]-[D1]	0.003537465890092517
[5Z]-[60]	0.0066046626984127554
[5Z]-[SB]	0.006467707136573075
[5Z]-[RU]	0.0066046626984127554
[5Z]-[D4]	0.006202946951485266
[5Z]-[F4]	0.006126978117603654
[5Z]-[ST]	0.006925403301146327
[5Z]-[G2]	8.763444146544508E-4
[5Z]-[G4]	0.006400807429453481
[5Z]-[P5]	0.0071698408840813466
[AK]-[BI]	0.10527318037442968
[AK]-[CT]	0.0011376958190683073
[AK]-[PD]	0.004198103127301622
[AK]-[PI]	-0.013276226809353031
[AK]-[PK]	3.327654095197641E-4
[AK]-[JN]	0.03199383674564826
[AK]-[D1]	-0.11370568451410157
[AK]-[60]	0.008150591067257684
[AK]-[SB]	-0.010851219703335024
[AK]-[RU]	0.004495149911816654
[AK]-[D4]	-0.025630699451758998
[AK]-[F4]	0.030536872465001696
[AK]-[ST]	0.006880416590165805
[AK]-[G2]	-0.05585486605242351
[AK]-[G4]	0.0194914030932124
[AK]-[P5]	-0.010436064953719848
[BI]-[CT]	0.0051548073861827914
[BI]-[PD]	0.006052466924900135
[BI]-[PI]	0.03105071508471724
[BI]-[PK]	0.01451487082133196
[BI]-[JN]	0.005987574101481763
[BI]-[D1]	-0.0053518649655210915
[BI]-[60]	0.006467739353186119
[BI]-[SB]	0.008954774455610881
[BI]-[RU]	0.004455351948807418
[BI]-[D4]	0.01279533844189018
[BI]-[F4]	2.090440832163143E-4
[BI]-[ST]	-0.0034111632936315583
[BI]-[G2]	-0.02584553303303294
[BI]-[G4]	0.010431167518093032
[BI]-[P5]	0.004742477773061027
[CT]-[PD]	0.006620987654321064
[CT]-[PI]	0.0012616339688941158
[CT]-[PK]	0.006461988304093613
[CT]-[JN]	0.006285024154589425
[CT]-[D1]	0.0054798594214653384
[CT]-[60]	0.006622222222222307
[CT]-[SB]	0.006612529002320233
[CT]-[RU]	0.006622222222222307
[CT]-[D4]	0.006592592592592594
[CT]-[F4]	0.005474613686534235
[CT]-[ST]	0.006599851521900568
[CT]-[G2]	0.005322222222222228
[CT]-[G4]	0.0066135802469136085
[CT]-[P5]	0.00655349794238691
[PD]-[PI]	-5.910928773328328E-4
[PD]-[PK]	0.006641487979207272
[PD]-[JN]	0.005734970477724199
[PD]-[D1]	0.005255106266511711
[PD]-[60]	0.006620987654321064
[PD]-[SB]	0.006602861562258311
[PD]-[RU]	0.006620987654321064
[PD]-[D4]	0.006590534979423857
[PD]-[F4]	0.005626686288937921
[PD]-[ST]	0.006597583106491833
[PD]-[G2]	0.0048232250900570595
[PD]-[G4]	0.006797290809327894
[PD]-[P5]	0.006389832027590914
[PI]-[PK]	-0.03491894696610909
[PI]-[JN]	-0.1777202204382845
[PI]-[D1]	0.09193511529744691
[PI]-[60]	0.005582288206405828
[PI]-[SB]	-0.003141136250241927
[PI]-[RU]	0.005736603128637219
[PI]-[D4]	-0.003236249877538122
[PI]-[F4]	-0.017053873019192145
[PI]-[ST]	-0.004804898653547274
[PI]-[G2]	0.08886919109868285
[PI]-[G4]	0.047518087053693536
[PI]-[P5]	-0.009748638893507078
[PK]-[JN]	-0.025251211761012415
[PK]-[D1]	0.009784088011133618
[PK]-[60]	0.006461988304093613
[PK]-[SB]	0.0044064191802010155
[PK]-[RU]	0.006016201706452007
[PK]-[D4]	0.0040400409037164575
[PK]-[F4]	0.007199808295573318
[PK]-[ST]	-0.012749744518795625
[PK]-[G2]	1.717125173503753E-4
[PK]-[G4]	0.004977257959714154
[PK]-[P5]	-0.007277329828499601
[JN]-[D1]	-0.002423598622424583
[JN]-[60]	0.006285024154589425
[JN]-[SB]	-0.032487409539297185
[JN]-[RU]	0.006285024154589425
[JN]-[D4]	-0.00207915273132675
[JN]-[F4]	0.009701000602238552
[JN]-[ST]	0.012379433592939248
[JN]-[G2]	-0.1874142512077296
[JN]-[G4]	0.0024285590242537625
[JN]-[P5]	-0.01373839355500972
[D1]-[60]	0.0058853744255203955
[D1]-[SB]	0.004350971710659679
[D1]-[RU]	0.0054798594214653384
[D1]-[D4]	0.0036586464810307584
[D1]-[F4]	-0.02452293494638247
[D1]-[ST]	-0.0029539029723740784
[D1]-[G2]	0.13652187701457763
[D1]-[G4]	-0.002740624342915443
[D1]-[P5]	0.006647884607344223
[60]-[SB]	0.006612529002320233
[60]-[RU]	0.006622222222222307
[60]-[D4]	0.006592592592592594
[60]-[F4]	0.005474613686534235
[60]-[ST]	0.006599851521900568
[60]-[G2]	0.006415822986310049
[60]-[G4]	0.0066135802469136085
[60]-[P5]	0.006746399176954632
[SB]-[RU]	0.006612529002320233
[SB]-[D4]	0.007540603248259781
[SB]-[F4]	0.003735945644631866
[SB]-[ST]	0.00643362703283612
[SB]-[G2]	0.0037788546618791052
[SB]-[G4]	0.007704949729311794
[SB]-[P5]	-0.00281967001804595
[RU]-[D4]	0.006592592592592594
[RU]-[F4]	0.005474613686534235
[RU]-[ST]	0.006599851521900568
[RU]-[G2]	0.005110954616588392
[RU]-[G4]	0.0066135802469136085
[RU]-[P5]	0.00655349794238691
[D4]-[F4]	0.009647046753834765
[D4]-[ST]	0.005836839066237665
[D4]-[G2]	0.002322412155745468
[D4]-[G4]	0.007689300411522715
[D4]-[P5]	-0.0023177452107827623
[F4]-[ST]	-6.03566451040094E-4
[F4]-[G2]	-0.012576514386201332
[F4]-[G4]	0.003503801815060048
[F4]-[P5]	-0.0010306032392429776
[ST]-[G2]	-0.013861631512293138
[ST]-[G4]	0.006583972614039424
[ST]-[P5]	0.007013929387722828
[G2]-[G4]	0.00967665799408246
[G2]-[P5]	0.0035861678312394396
[G4]-[P5]	0.012457418838591527
